"Index","Type","Symbol","Strike","LTP","Expiry","Token","LotSize","Spot","Target","IsBest","FetchedAt"
"Nifty","CE","NIFTY2660223650CE","23650","91.4","2026-06-02","14601218","65","23590.65","100","True","2026-06-01 10:53:41"
"Nifty","CE","NIFTY2660223700CE","23700","70.6","2026-06-02","14601730","65","23590.65","100","False","2026-06-01 10:53:41"
"Nifty","CE","NIFTY2660223750CE","23750","54.05","2026-06-02","14602242","65","23590.65","100","False","2026-06-01 10:53:41"
"Nifty","CE","NIFTY2660223800CE","23800","41.15","2026-06-02","14602754","65","23590.65","100","False","2026-06-01 10:53:41"
"Nifty","CE","NIFTY2660223850CE","23850","31.15","2026-06-02","14603266","65","23590.65","100","False","2026-06-01 10:53:41"
