"Symbol","Exchange","Qty","BuyAvg","SellAvg","LTP","PnL","Product","Status","Side","FetchedAt"
"NIFTY2660923350CE","NFO","130","208.8","0","199.2","-1248","NRML","OPEN","LONG","2026-06-04 09:22:54"
